,_record_id,_title,_server_updated_at,_created_by,_updated_by,_geometry,_latitude,_longitude,arrival_of_the_freight_vehicle,plates,company_if_visible,visit_purpose,type_of_vehicle,number_of_operators,refrigerated_truck,type_of_cargo,picture_of_the_parked_freight_vehicle,departure_of_the_freight_vehicle,where_was_the_vehicle_parked,while_parked_was_the_engine_running,used_traffic_cone,vehicles_unloading_door,number_of_available_trolleys,serving_customer,garage_blocking,accident,describe_the_accident,noise,traffic_congestion,maximum_number_of_vehicles_in_the_traffic_jam
222,bdbf7953-5464-4419-a75b-54dca2cc4afa,"47 Calle Rincón de Londrés
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 00:00:45 UTC,Mariana Sáenz Gómez Ortigoza,Mariana Sáenz Gómez Ortigoza,SRID=4326;POINT(-98.2662978391 19.004184923),19.004184923,-98.2662978391,10:12,SM-28-393,Clínica Veterinaria ,Delivery,Light truck or Van,1,no,"Personal care (shampoo, soap, etc.)",1 Photo,10:30,Public parking lot,no,no,Side,1,4.0,no,no,2.0,no,no,3.0
223,d663b7db-61d0-4f7d-82c8-9c9a7242155a,"Avenida del Castillo
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 00:00:44 UTC,Mariana Sáenz Gómez Ortigoza,Mariana Sáenz Gómez Ortigoza,SRID=4326;POINT(-98.2669509996 19.0037832421),19.0037832421,-98.2669509996,09:40,SM-11-782,Súper Boom,Delivery,Heavy duty truck,2,no,"Non-alcoholic beverages (water, soda, etc.)",1 Photo,10:15,Street - next to the curbside,no,no,Side,1,4.0,no,no,2.0,no,no,3.0
224,a5ce5448-57e7-4dd5-a07b-e726c6b12540,"6 Boulevard Licenciado G. Díaz Ordaz
Tlaxcalancingo Puebla 72810
México",2022-11-09 23:59:34 UTC,Adriel Antonio Huerta Vidal,Adriel Antonio Huerta Vidal,SRID=4326;POINT(-98.260704 19.0221294),19.0221294,-98.260704,09:00,SP37423,5,Delivery,Pick-up,4,no,Produce (fruits & vegetables),1 Photo,10:56,Street - next to the curbside,no,no,Rear,1,4.0,no,no,2.0,no,no,3.0
225,f23f76f3-debc-470d-b5ca-3ad26183baf3,"10 Boulevard Licenciado G. Díaz Ordaz
Tlaxcalancingo Puebla 72810
México",2022-11-09 23:59:34 UTC,Adriel Antonio Huerta Vidal,Adriel Antonio Huerta Vidal,SRID=4326;POINT(-98.2608584 19.0222526),19.0222526,-98.2608584,09:54,SN26022,5,Sales & delivery,Pick-up,1,no,"Bakery (bread, cookies, cakes, etc.),Paper Goods (paper towels, toilet paper, etc.)",1 Photo,10:30,Street - next to the curbside,no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
226,ca1b4057-6628-4b63-8a1f-0864d7b5a8ce,"851 Avenida Orión Sur
Tlaxcalancingo Puebla 72810
México",2022-11-09 23:59:33 UTC,Adriel Antonio Huerta Vidal,Adriel Antonio Huerta Vidal,SRID=4326;POINT(-98.259917 19.0221078),19.0221078,-98.259917,07:52,XB79776,5,Sales & delivery,Pick-up,2,no,"Alcoholic beverages (beer, liquor, etc.),Meat (beef, poultry, pork, seafood, etc.),Produce (fruits & vegetables)",1 Photo,17:54,Street - next to the curbside,no,no,Rear,1,4.0,no,no,2.0,no,no,3.0
227,65966208-4e2f-47cb-a027-901aecab158e,"3 UC1
Tlaxcalancingo Puebla 72810
México",2022-11-09 23:59:33 UTC,Adriel Antonio Huerta Vidal,Adriel Antonio Huerta Vidal,SRID=4326;POINT(-98.2613098 19.0223355),19.0223355,-98.2613098,08:15,HE5614F,5,Sales & delivery,Pick-up,4,no,"Alcoholic beverages (beer, liquor, etc.),Meat (beef, poultry, pork, seafood, etc.),Non-alcoholic beverages (water, soda, etc.),Produce (fruits & vegetables)",2 Photos,18:30,Street - next to the curbside,no,no,Rear,1,4.0,no,no,2.0,no,no,3.0
228,59b17d95-11e8-4c02-8c72-467c83008d45,"2 UC1
Tlaxcalancingo Puebla 72810
México",2022-11-09 23:59:32 UTC,Adriel Antonio Huerta Vidal,Adriel Antonio Huerta Vidal,SRID=4326;POINT(-98.2614833 19.0224584),19.0224584,-98.2614833,07:23,XB79776,5,Sales & delivery,Pick-up,2,no,"Alcoholic beverages (beer, liquor, etc.),Bakery (bread, cookies, cakes, etc.),Meat (beef, poultry, pork, seafood, etc.),Non-alcoholic beverages (water, soda, etc.)",1 Photo,17:24,Street - next to the curbside,no,no,Rear,1,4.0,no,no,2.0,no,no,3.0
229,e9ecb408-fb5c-44d4-889b-be1653ffcef0,"340 Boulevard Gustavo Díaz Ordaz
Tlaxcalancingo Puebla 72810
México",2022-11-09 23:59:32 UTC,Adriel Antonio Huerta Vidal,Adriel Antonio Huerta Vidal,SRID=4326;POINT(-98.2615151 19.0226014),19.0226014,-98.2615151,08:20,31TEU1,5,Sales & delivery,Motorcycle,1,no,"Meat (beef, poultry, pork, seafood, etc.),Non-alcoholic beverages (water, soda, etc.)",1 Photo,16:21,On top of a sidewalk,no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
230,46479b94-5add-4c12-83b9-0eefe0c36a07,"451 Boulevard Gustavo Díaz Ordaz
Tlaxcalancingo Puebla 72810
México",2022-11-09 23:59:31 UTC,Adriel Antonio Huerta Vidal,Adriel Antonio Huerta Vidal,SRID=4326;POINT(-98.2615813 19.0225792),19.0225792,-98.2615813,11:19,F77BV,5,Sales & delivery,Motorcycle,1,no,Produce (fruits & vegetables),1 Photo,13:20,On top of a sidewalk,no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
231,ae7f7abb-1295-4017-ba13-d7509b5cfb96,"105 Marte
Tlaxcalancingo Puebla 72810
México",2022-11-09 23:59:31 UTC,Adriel Antonio Huerta Vidal,Adriel Antonio Huerta Vidal,SRID=4326;POINT(-98.2625225 19.0196414),19.0196414,-98.2625225,11:16,76ERH9,5,Sales (usually small car or motorcycle),Motorcycle,1,no,"Meat (beef, poultry, pork, seafood, etc.)",1 Photo,11:24,Street - next to the curbside,no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
232,4aced0bd-0fb6-4d7e-838c-57bd75f6905c,"81 Marte
Tlaxcalancingo Puebla 72810
México",2022-11-09 23:59:30 UTC,Adriel Antonio Huerta Vidal,Adriel Antonio Huerta Vidal,SRID=4326;POINT(-98.262539 19.0190991),19.0190991,-98.262539,08:35,SP29935,5,Sales & delivery,Pick-up,4,no,"Alcoholic beverages (beer, liquor, etc.),Bakery (bread, cookies, cakes, etc.),Meat (beef, poultry, pork, seafood, etc.),Non-alcoholic beverages (water, soda, etc.),Produce (fruits & vegetables)",2 Photos,17:14,Street - next to the curbside,no,no,Rear,1,4.0,no,no,2.0,no,no,3.0
233,a05b3520-f314-4272-9cbb-ffbd12c2f478,"563 Avenida Orión Sur
San Andrés Cholula Puebla 72825
México",2022-11-09 23:59:30 UTC,Adriel Antonio Huerta Vidal,Adriel Antonio Huerta Vidal,SRID=4326;POINT(-98.2611618 19.0199367),19.0199367,-98.2611618,08:18,SK25778,5,Sales & delivery,Pick-up,2,no,"Alcoholic beverages (beer, liquor, etc.),Bakery (bread, cookies, cakes, etc.),Meat (beef, poultry, pork, seafood, etc.),Non-alcoholic beverages (water, soda, etc.),Produce (fruits & vegetables)",1 Photo,15:11,Street - next to the curbside,no,no,Rear,1,4.0,no,no,2.0,yes,no,3.0
234,e3efcbed-84d5-44be-9113-acff71646a25,"543A Avenida Orión Sur
Tlaxcalancingo Puebla 72810
México",2022-11-09 23:59:29 UTC,Adriel Antonio Huerta Vidal,Adriel Antonio Huerta Vidal,SRID=4326;POINT(-98.2610105 19.0203189),19.0203189,-98.2610105,08:09,2894I,5,Sales & delivery,Motorcycle,1,no,"Bakery (bread, cookies, cakes, etc.),Produce (fruits & vegetables)",1 Photo,00:09,Street - next to the curbside,no,no,Rear,1,4.0,no,no,2.0,no,no,3.0
235,f2194813-4114-4b07-9e73-9e7931e278c3,1,2022-11-09 23:59:29 UTC,Adriel Antonio Huerta Vidal,Adriel Antonio Huerta Vidal,SRID=4326;POINT(-98.255475 19.0271875),19.0271875,-98.255475,09:03,XB20969,5,Sales & delivery,Pick-up,2,no,"Bakery (bread, cookies, cakes, etc.),Meat (beef, poultry, pork, seafood, etc.),Non-alcoholic beverages (water, soda, etc.),Produce (fruits & vegetables)",1 Photo,02:04,Street - next to the curbside,no,no,Rear,1,4.0,no,no,2.0,yes,no,3.0
236,fd4ac2f1-4b61-4853-aaf3-4ae0ffb240d0,"1017D Calle Mira
Tlaxcalancingo Puebla 72197
México",2022-11-09 23:59:28 UTC,Adriel Antonio Huerta Vidal,Adriel Antonio Huerta Vidal,SRID=4326;POINT(-98.2551571 19.0283016),19.0283016,-98.2551571,09:00,622-WMX,5,Sales & delivery,Automobile,2,no,"Bakery (bread, cookies, cakes, etc.),Meat (beef, poultry, pork, seafood, etc.),Produce (fruits & vegetables)",1 Photo,01:01,Street - next to the curbside,no,no,Rear,1,4.0,no,no,2.0,no,no,3.0
237,056ec771-c48f-4021-b8dd-85016b69a2c6,"3068 Calle Orión Norte
Tlaxcalancingo Puebla 72197
México",2022-11-09 23:59:26 UTC,Adriel Antonio Huerta Vidal,Adriel Antonio Huerta Vidal,SRID=4326;POINT(-98.2564437 19.0295166),19.0295166,-98.2564437,10:55,HGK203A,5,Sales (usually small car or motorcycle),Automobile,2,no,"Bakery (bread, cookies, cakes, etc.),Non-alcoholic beverages (water, soda, etc.)",1 Photo,01:35,Street - next to the curbside,no,no,Rear,1,4.0,no,no,2.0,no,no,3.0
238,575833b2-4bd7-4eb2-9216-dd6383f01001,"720 Calle Orión Norte
Tlaxcalancingo Puebla 72810
México",2022-11-09 23:59:25 UTC,Adriel Antonio Huerta Vidal,Adriel Antonio Huerta Vidal,SRID=4326;POINT(-98.258336 19.027931),19.027931,-98.258336,10:33,GJZ2J,5,Sales (usually small car or motorcycle),Motorcycle,1,no,"Meat (beef, poultry, pork, seafood, etc.),Produce (fruits & vegetables)",2 Photos,14:53,Street - next to the curbside,no,yes,Rear,1,4.0,no,no,2.0,no,no,3.0
239,0dd3bd22-6c62-47b7-a25e-735959b7cc13,"966 Calle Orión Norte
Tlaxcalancingo Puebla 72810
México",2022-11-09 23:59:25 UTC,Adriel Antonio Huerta Vidal,Adriel Antonio Huerta Vidal,SRID=4326;POINT(-98.2614064 19.0240386),19.0240386,-98.2614064,10:48,GJK71A,5,Sales (usually small car or motorcycle),Motorcycle,1,no,"Meat (beef, poultry, pork, seafood, etc.)",1 Photo,14:48,Street - next to the curbside,no,no,Side,0,4.0,no,no,2.0,no,no,3.0
240,cf894032-717d-4874-bd8a-6ceed1147269,"6 Avenida Orion Norte
Tlaxcalancingo Puebla 72197
México",2022-11-09 23:59:24 UTC,Adriel Antonio Huerta Vidal,Adriel Antonio Huerta Vidal,SRID=4326;POINT(-98.2614156 19.0239537),19.0239537,-98.2614156,10:46,1H3YD,5,Sales (usually small car or motorcycle),Motorcycle,1,no,"Meat (beef, poultry, pork, seafood, etc.)",1 Photo,14:52,Street - next to the curbside,no,no,Side,0,4.0,no,no,2.0,no,no,3.0
241,4cd091cd-d37c-4bbe-9cda-2af711884231,"11 Serafines
Tlaxcalancingo Puebla 72810
México",2022-11-09 23:59:24 UTC,Adriel Antonio Huerta Vidal,Adriel Antonio Huerta Vidal,SRID=4326;POINT(-98.2610514 19.0246879),19.0246879,-98.2610514,09:10,SN-77-136,5,Delivery,Light truck or Van,2,no,"Bakery (bread, cookies, cakes, etc.),Meat (beef, poultry, pork, seafood, etc.)",1 Photo,14:30,Street - next to the curbside,no,no,Rear,1,4.0,no,no,2.0,no,no,3.0
242,d7c4d4f6-17e8-42e1-94d6-e2afb9ff95de,"10 Boulevard Licenciado G. Díaz Ordaz
Tlaxcalancingo Puebla 72810
México",2022-11-09 23:59:23 UTC,Adriel Antonio Huerta Vidal,Adriel Antonio Huerta Vidal,SRID=4326;POINT(-98.2608733 19.0223633),19.0223633,-98.2608733,10:57,SC-1394-C,5,Delivery,Light truck or Van,2,no,"Dairy (milk, cheese, etc.)",1 Photo,11:10,Street - next to the curbside,yes,no,Rear,1,4.0,no,no,2.0,yes,no,3.0
243,b11d4824-82e7-4a6f-9f4e-d903d991ca94,"4B Boulevard Licenciado G. Díaz Ordaz
Tlaxcalancingo Puebla 72810
México",2022-11-09 23:59:23 UTC,Adriel Antonio Huerta Vidal,Adriel Antonio Huerta Vidal,SRID=4326;POINT(-98.2605816 19.022034),19.022034,-98.2605816,10:58,XL-6899-A,5,Delivery,Automobile,2,no,Produce (fruits & vegetables),1 Photo,11:36,Street - next to the curbside,yes,no,Rear,0,4.0,no,no,2.0,yes,yes,3.0
244,1d41755a-bd38-4134-9e70-bdd8750603ab,"1 Uc II
Tlaxcalancingo Puebla 72810
México",2022-11-09 23:59:22 UTC,Adriel Antonio Huerta Vidal,Adriel Antonio Huerta Vidal,SRID=4326;POINT(-98.2605728 19.022007),19.022007,-98.2605728,09:10,SN-77-820,5,Delivery,Automobile,5,no,"Bakery (bread, cookies, cakes, etc.)",1 Photo,14:00,Street - next to the curbside,no,no,Rear,2,4.0,no,no,2.0,no,no,3.0
245,3c3bdaef-823f-4a7a-ab1b-9392b933c628,"4 Querubines
Tlaxcalancingo Puebla 72810
México",2022-11-09 23:59:22 UTC,Adriel Antonio Huerta Vidal,Adriel Antonio Huerta Vidal,SRID=4326;POINT(-98.2604477 19.0220533),19.0220533,-98.2604477,10:56,OPU-213,5,Delivery,Light truck or Van,3,no,"Non-alcoholic beverages (water, soda, etc.)",1 Photo,10:12,Street - next to the curbside,yes,no,Side,2,4.0,no,no,2.0,yes,no,3.0
246,ac6e6a8c-23c2-4e96-bfb4-48f84ee3df5c,"15 San Martín Texmelucan
Heroica Puebla de Zaragoza Puebla 72160
Mexico",2022-11-09 23:58:28 UTC,Juan Carlos Bejarano Moreno,Juan Carlos Bejarano Moreno,SRID=4326;POINT(-98.2280428 19.059749),19.059749,-98.2280428,09:15,No disponible ,No,Delivery,Light truck or Van,2,yes,"Nonfood,Produce (fruits & vegetables)",1 Photo,09:32,Street - next to the curbside,yes,no,Rear,0,4.0,no,no,2.0,no,no,3.0
247,2fe520ae-68e7-47e3-ba73-f3a9f61a7a53,"130 Calle 55 Sur
Heroica Puebla de Zaragoza Puebla 72160
Mexico",2022-11-09 23:58:28 UTC,Juan Carlos Bejarano Moreno,Juan Carlos Bejarano Moreno,SRID=4326;POINT(-98.2346855 19.0626148),19.0626148,-98.2346855,09:00,Xx54116,Pepsi,Delivery,Heavy duty truck,1,no,"Non-alcoholic beverages (water, soda, etc.)",2 Photos,09:25,Street - next to the curbside,no,no,Side,2,4.0,no,no,2.0,no,no,3.0
248,30592f94-7c26-4d87-932e-a91c1e3b436a,"23 Calle Oriental
Heroica Puebla de Zaragoza Puebla 72160
Mexico",2022-11-09 23:58:27 UTC,Juan Carlos Bejarano Moreno,Juan Carlos Bejarano Moreno,SRID=4326;POINT(-98.2320416 19.0565655),19.0565655,-98.2320416,08:55,SH61529,Astrett,Sales (usually small car or motorcycle),Pick-up,2,no,Nonfood,2 Photos,09:15,Store's garage,no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
249,cd694ab5-be33-4785-875e-d543310f4fcb,"no. 85 Avenida Teziutlan Norte
Heroica Puebla de Zaragoza Puebla 72160
Mexico",2022-11-09 23:58:26 UTC,Juan Carlos Bejarano Moreno,Juan Carlos Bejarano Moreno,SRID=4326;POINT(-98.2294284 19.0578975),19.0578975,-98.2294284,08:01,22J 221,Lala,Delivery,Light truck or Van,2,yes,"Dairy (milk, cheese, etc.)",2 Photos,08:25,Public parking lot,no,no,Side,0,4.0,no,no,2.0,no,no,3.0
250,e806e605-ea7a-4fca-9c3a-471126f1e359,"9005 Calle Sierra de Guadarrama
Puebla PUE 72220
MX",2022-11-09 23:19:15 UTC,Amaranta Hernández,Amaranta Hernández,SRID=4326;POINT(-98.1646579877 19.0703939264),19.0703939264,-98.1646579877,12:00,SN-21-441,5,Delivery,Pick-up,2,no,"Alcoholic beverages (beer, liquor, etc.)",1 Photo,12:25,Street - next to the curbside,no,no,Rear,0,4.0,no,no,2.0,yes,no,3.0
251,5fe81df3-4f0f-4539-962e-32a81feb5010,"9013 Calle Sierra de los Pirineos
Puebla PUE 72220
MX",2022-11-09 23:19:14 UTC,Amaranta Hernández,Amaranta Hernández,SRID=4326;POINT(-98.168082498 19.0732125097),19.0732125097,-98.168082498,11:00,XU-58-302,Pepsi ,Delivery,Heavy duty truck,2,no,"Non-alcoholic beverages (water, soda, etc.)",1 Photo,11:53,Street - next to the curbside,no,no,Side,2,4.0,no,no,2.0,no,no,3.0
252,dd5d90f2-f8d5-4cc1-8112-f92ccb29be5f,"60 Avenida Adolfo López Mateos
Heroica Puebla de Zaragoza Puebla 72210
México",2022-11-09 23:13:44 UTC,Benjamin Barbosa,Benjamin Barbosa,SRID=4326;POINT(-98.1736208 19.0741106),19.0741106,-98.1736208,14:45,SN47814,CAMPRA,Delivery,Light truck or Van,2,yes,"Meat (beef, poultry, pork, seafood, etc.)",1 Photo,14:55,Street - next to the curbside,no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
253,ee4bc4d4-c40e-4641-ad95-19002d102ed7,"64 Calle Gustavo Díaz Ordaz
Heroica Puebla de Zaragoza Puebla 72210
México",2022-11-09 23:13:43 UTC,Benjamin Barbosa,Benjamin Barbosa,SRID=4326;POINT(-98.1732126 19.0744375),19.0744375,-98.1732126,14:15,SM29511,DIAGONAL,Delivery,Heavy duty truck,1,no,Nonfood,1 Photo,14:39,Street - next to the curbside,no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
254,cd9a3f38-6fef-4482-8415-bf54c87f24c2,"9002 Avenida Montes Urales
Heroica Puebla de Zaragoza Puebla 72220
México",2022-11-09 23:13:42 UTC,Benjamin Barbosa,Benjamin Barbosa,SRID=4326;POINT(-98.1669184193 19.0716791683),19.0716791683,-98.1669184193,09:39,LC41549,No,Delivery,Light truck or Van,1,no,"Abarrotes,Nonfood",1 Photo,09:42,Street - next to the curbside,no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
255,dda5dde0-71ac-4d49-a19d-f9194bf76666,"502 Avenida Venustiano Carranza
San Bernardino Tlaxcalancingo PUE 72836
MX",2022-11-09 23:06:35 UTC,Juan Pablo Spínola,Juan Pablo Spínola,SRID=4326;POINT(-98.2493552651 19.0270377923),19.0270377923,-98.2493552651,16:01,SP01196,5,Delivery,Pick-up,1,no,"Personal care (shampoo, soap, etc.)",1 Photo,16:09,Double lane,no,no,Rear,0,1.0,no,no,2.0,no,no,3.0
256,a9127e52-7cd5-4a1f-a966-40be4d30a1ae,"9002–9026 Avenida Montes Urales
Puebla de Zaragoza PUE 72220
MX",2022-11-09 22:54:24 UTC,Pedro Contreras,Pedro Contreras,SRID=4326;POINT(-98.1667601887 19.0719245551),19.0719245551,-98.1667601887,15:34,HB-1797-D,5,Delivery,Pick-up,1,no,Produce (fruits & vegetables),1 Photo,15:37,Street - next to the curbside,no,no,Side,0,4.0,no,no,2.0,no,no,3.0
257,11b90772-fb69-429f-a47f-888536a84e53,"2036 Pirineos
Heroica Puebla de Zaragoza Puebla 72220
México",2022-11-09 22:53:33 UTC,Alejandro Matias,Alejandro Matias,SRID=4326;POINT(-98.1674194 19.0747741),19.0747741,-98.1674194,15:17,SL-51-096,5,Sales & delivery,Automobile,2,no,"Non-alcoholic beverages (water, soda, etc.)",1 Photo,15:17,Street - next to the curbside,no,no,Side,0,4.0,no,no,2.0,no,no,3.0
258,5be93e0a-207d-4d79-aeed-b1efb58471f0,"2013 Privada Sierra Tarahumara
Heroica Puebla de Zaragoza Puebla 72220
México",2022-11-09 22:53:32 UTC,Alejandro Matias,Alejandro Matias,SRID=4326;POINT(-98.1694718 19.0726389),19.0726389,-98.1694718,15:04,SN-56-425,RojoTomate,Sales & delivery,Light truck or Van,1,yes,Produce (fruits & vegetables),1 Photo,15:10,Street - next to the curbside,no,no,Rear,0,4.0,yes,no,2.0,no,no,3.0
259,4b32a702-cb43-4e73-9cab-dd112f94f938,1,2022-11-09 22:53:32 UTC,Alejandro Matias,Alejandro Matias,SRID=4326;POINT(-98.1734403 19.0746375),19.0746375,-98.1734403,13:50,SP-27-463,MiCaja,Delivery,Light truck or Van,1,no,Carton,1 Photo,14:38,Street - next to the curbside,no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
260,65676b01-d050-4548-be4e-7df1baf080fc,"2225 Cordillera Central
Heroica Puebla de Zaragoza Puebla 72220
México",2022-11-09 22:53:31 UTC,Alejandro Matias,Alejandro Matias,SRID=4326;POINT(-98.1673744 19.0722369),19.0722369,-98.1673744,12:49,XV-58-304,Pepsi,Delivery,Heavy duty truck,2,no,"Non-alcoholic beverages (water, soda, etc.)",1 Photo,12:54,Street - next to the curbside,no,no,Side,1,4.0,no,no,2.0,no,no,3.0
261,82f1047c-6277-4b79-8357-5968a5ad6683,"9002b Avenida Montes Urales
Heroica Puebla de Zaragoza Puebla 72220
México",2022-11-09 22:53:31 UTC,Alejandro Matias,Alejandro Matias,SRID=4326;POINT(-98.1666132 19.0720063),19.0720063,-98.1666132,12:37,SN-29-824,5,Delivery,Light truck or Van,1,no,Produce (fruits & vegetables),1 Photo,12:27,Street - next to the curbside,no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
262,28a2af8e-8b1d-4acf-a077-0945049e826c,"Avenida Venustiano Carranza
San Bernardino Tlaxcalancingo PUE 72835
MX",2022-11-09 22:22:20 UTC,Luis Lara,Luis Lara,SRID=4326;POINT(-98.2490182389 19.0251449542),19.0251449542,-98.2490182389,16:12,SP-14-374,Pepsi ,Delivery,Light truck or Van,2,no,"Non-alcoholic beverages (water, soda, etc.)",1 Photo,16:21,Street - next to the curbside,no,no,Side,2,1.0,no,no,2.0,no,no,3.0
263,4d4b0cc1-d4c4-45f7-b756-b4a5fcb68066,"2417 Calle Cordillera de los Balcanes
Puebla de Zaragoza PUE 72220
MX",2022-11-09 21:33:20 UTC,Pedro Contreras,Pedro Contreras,SRID=4326;POINT(-98.1653164377 19.0721117517),19.0721117517,-98.1653164377,15:29,K44-KYG,5,Delivery,Automobile,1,no,"Dairy (milk, cheese, etc.),Meat (beef, poultry, pork, seafood, etc.),Produce (fruits & vegetables)",1 Photo,15:32,Street - next to the curbside,no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
264,729aac9c-aa70-4c64-8f6a-851a292e81d0,"9034–9054 Avenida Montes Urales
Puebla de Zaragoza PUE 72220
MX",2022-11-09 21:28:01 UTC,Pedro Contreras,Pedro Contreras,SRID=4326;POINT(-98.1657873523 19.0730388751),19.0730388751,-98.1657873523,15:23,SM-58-725,MADIASA-CAT,Sales & delivery,Pick-up,1,no,Wheels,1 Photo,15:24,Double lane,yes,no,Rear,0,4.0,no,no,2.0,no,no,3.0
265,ce86c98a-8030-40df-8f05-560060cfa052,"2036 Privada Alpes
Puebla de Zaragoza PUE 72220
MX",2022-11-09 21:19:15 UTC,Pedro Contreras,Pedro Contreras,SRID=4326;POINT(-98.1674315757 19.0747634793),19.0747634793,-98.1674315757,15:17,KZ-86-754,GUERRERAS,Sales & delivery,Light truck or Van,1,no,Tortilla ,1 Photo,15:20,Double lane,no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
266,3ea58be8-511d-4896-bb12-94d1bd7e7fef,"2002–2028 Privada Sierra Tarahumara
Puebla de Zaragoza PUE 72220
MX",2022-11-09 21:05:58 UTC,Pedro Contreras,Pedro Contreras,SRID=4326;POINT(-98.1695359843 19.0728531297),19.0728531297,-98.1695359843,15:04,6,5,Delivery,SUV,1,no,Nonfood,1 Photo,15:07,Street - next to the curbside,no,no,Rear,0,4.0,yes,no,2.0,no,no,3.0
267,7f7d6c0d-07ac-4465-bdb1-7646df716929,"Avenida Prolongación Tecnológico
Puebla de Zaragoza PUE 72220
MX",2022-11-09 21:03:58 UTC,Pedro Contreras,Pedro Contreras,SRID=4326;POINT(-98.1701053028 19.0724586602),19.0724586602,-98.1701053028,15:01,SN-22-290,5,Sales & delivery,SUV,1,no,Nonfood,1 Photo,15:03,Street - next to the curbside,yes,no,Rear,0,4.0,no,no,2.0,no,no,3.0
268,1c566bed-bbc4-47a7-88d2-8d00dc535bcf,"11 Avenida Aquiles Serdán
San Bernardino Tlaxcalancingo PUE 72836
MX",2022-11-09 21:00:32 UTC,Luis Lara,Luis Lara,SRID=4326;POINT(-98.2500988339 19.0307618352),19.0307618352,-98.2500988339,14:45,TME-046,Tecate ,Delivery,Heavy duty truck,2,no,"Alcoholic beverages (beer, liquor, etc.)",1 Photo,14:59,Street - next to the curbside,no,no,Rear,2,1.0,yes,no,2.0,no,no,3.0
269,8f7775ce-161e-47ae-8f03-063ecac52fc8,"2 Avenida Venustiano Carranza
San Bernardino Tlaxcalancingo PUE 72836
MX",2022-11-09 20:57:52 UTC,Juan Pablo Spínola,Juan Pablo Spínola,SRID=4326;POINT(-98.2498263765 19.0307312402),19.0307312402,-98.2498263765,14:48,SP45032,5,Delivery,Light truck or Van,1,yes,Produce (fruits & vegetables),1 Photo,14:57,Store's garage,no,no,Rear,0,1.0,yes,no,2.0,no,no,3.0
270,d39f0ba1-02e9-4530-8c7d-3bc21f595a8b,"501 Avenida las Margaritas
Puebla de Zaragoza PUE 72450
MX",2022-11-09 20:52:03 UTC,Saúl Cuervo,Saúl Cuervo,SRID=4326;POINT(-98.2210329083 19.014630192),19.014630192,-98.2210329083,13:50,RX-55-661,Bimbo,Delivery,Light truck or Van,1,no,"Bakery (bread, cookies, cakes, etc.)",1 Photo,14:15,Street - next to the curbside,no,no,Rear,1,4.0,no,no,2.0,no,yes,2.0
271,6d2ada32-9b18-44e0-97e6-97338e174994,"42 Avenida Adolfo López Mateos
Puebla de Zaragoza PUE 72210
MX",2022-11-09 20:44:48 UTC,Pedro Contreras,Pedro Contreras,SRID=4326;POINT(-98.1744661668 19.0747364535),19.0747364535,-98.1744661668,14:41,TYR-35-52,5,Delivery,Light truck or Van,2,no,Produce (fruits & vegetables),1 Photo,16:00,Street - next to the curbside,no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
272,227091c9-d136-428b-b0dd-f205f0675832,"164–1626 Avenida Venustiano Carranza
San Bernardino Tlaxcalancingo PUE 72835
MX",2022-11-09 20:43:23 UTC,Juan Pablo Spínola,Juan Pablo Spínola,SRID=4326;POINT(-98.2490972742 19.0251680226),19.0251680226,-98.2490972742,14:29,SP29776,Gamesa,Delivery,Light truck or Van,1,no,"Bakery (bread, cookies, cakes, etc.)",1 Photo,14:35,Street - next to the curbside,no,no,Side,0,1.0,no,no,2.0,no,no,3.0
273,02fdc4b9-3d48-42db-8f53-dfca7d8972c0,"47 Avenida Citlaltépetl
Puebla de Zaragoza PUE 72210
MX",2022-11-09 20:37:51 UTC,Pedro Contreras,Pedro Contreras,SRID=4326;POINT(-98.1735500735 19.0744410853),19.0744410853,-98.1735500735,14:35,239-DV-3,Pitic,Sales & delivery,Heavy duty truck,2,no,"Paper Goods (paper towels, toilet paper, etc.)",1 Photo,14:45,Street - next to the curbside,no,no,Rear,0,4.0,yes,no,2.0,no,no,3.0
274,df4c1636-1fd6-4787-a0b6-f92a5042177a,"65 Calle General Lázaro Cárdenas
Puebla de Zaragoza PUE 72210
MX",2022-11-09 20:35:07 UTC,Pedro Contreras,Pedro Contreras,SRID=4326;POINT(-98.172453718 19.0744117775),19.0744117775,-98.172453718,14:18,758-DE-7,Grumavy,Delivery,Heavy duty truck,5,no,Metal,1 Photo,14:50,Street - next to the curbside,no,no,Rear,0,4.0,yes,no,2.0,no,no,3.0
